name,Gun,Knife,Wrench,Pliers,Scissors
P05027,-1,-1,-1,-1,1
P05773,-1,-1,-1,-1,1
P06355,-1,-1,-1,-1,1
P06555,-1,-1,-1,-1,1
P03832,-1,-1,-1,-1,1
P06579,-1,-1,-1,-1,1
P04859,-1,-1,-1,-1,1
P08222,-1,-1,-1,-1,1
P06084,-1,-1,-1,-1,1
P08032,-1,-1,-1,-1,1
P04899,-1,-1,-1,-1,1
P08794,-1,-1,-1,-1,1
P08514,-1,-1,-1,-1,1
P08191,-1,-1,-1,-1,1
P07646,-1,-1,-1,-1,1
P07313,-1,-1,-1,-1,1
P05457,-1,-1,-1,-1,1
P08432,-1,-1,-1,-1,1
P06914,-1,-1,-1,-1,1
P07131,-1,-1,-1,-1,1
P08505,-1,-1,-1,-1,1
P04520,-1,-1,-1,-1,1
P05100,-1,-1,-1,-1,1
P08566,-1,-1,-1,-1,1
P08534,-1,-1,-1,-1,1
P08236,-1,-1,-1,-1,1
P07953,-1,-1,-1,-1,1
P06407,-1,-1,-1,-1,1
P04160,-1,-1,-1,-1,1
P06174,-1,-1,-1,-1,1
P08473,-1,-1,-1,-1,1
P08723,-1,-1,-1,-1,1
P06249,-1,-1,-1,-1,1
P04979,-1,-1,-1,1,1
P06942,-1,-1,-1,-1,1
P06175,-1,-1,-1,-1,1
P06983,-1,-1,-1,-1,1
P08022,-1,-1,-1,-1,1
P05685,-1,-1,-1,-1,1
P07884,-1,-1,-1,-1,1
P04472,-1,-1,-1,1,1
P06420,-1,-1,-1,-1,1
P04433,-1,-1,-1,-1,1
P06203,-1,-1,-1,-1,1
P08725,-1,-1,-1,-1,1
P07624,-1,-1,-1,-1,1
P05684,-1,-1,-1,-1,1
P06494,-1,-1,-1,-1,1
P04759,-1,-1,-1,-1,1
P04829,-1,-1,-1,-1,1
P03762,-1,-1,-1,-1,1
P04638,-1,-1,-1,-1,1
P08634,-1,-1,-1,-1,1
P06441,-1,-1,-1,-1,1
P08437,-1,-1,-1,-1,1
P07107,-1,-1,-1,-1,1
P06365,-1,-1,-1,-1,1
P06444,-1,-1,-1,-1,1
P04033,-1,-1,-1,-1,1
P04857,-1,-1,-1,-1,1
P04825,-1,-1,-1,-1,1
P05065,-1,-1,-1,-1,1
P05659,-1,-1,-1,-1,1
P07330,-1,-1,-1,-1,1
P05283,-1,-1,-1,-1,1
P06335,-1,-1,-1,-1,1
P08225,-1,-1,-1,-1,1
P05723,-1,-1,-1,-1,1
P07602,-1,-1,-1,-1,1
P08343,-1,-1,-1,-1,1
P06440,-1,-1,-1,-1,1
P08350,-1,-1,-1,-1,1
P06333,-1,-1,-1,-1,1
P07604,-1,-1,-1,-1,1
P06138,-1,-1,-1,-1,1
P04097,-1,-1,-1,-1,1
P05456,-1,-1,-1,-1,1
P05662,-1,-1,-1,-1,1
P04531,-1,-1,-1,-1,1
P08662,-1,-1,-1,-1,1
P07238,-1,-1,-1,-1,1
P08479,-1,-1,-1,-1,1
P05539,-1,-1,-1,-1,1
P05883,-1,-1,-1,-1,1
P06727,-1,-1,-1,-1,1
P08684,-1,-1,-1,-1,1
P04510,-1,-1,-1,-1,1
P04823,-1,-1,-1,-1,1
P05665,-1,-1,-1,-1,1
P06495,-1,-1,-1,-1,1
P08633,-1,-1,-1,-1,1
P07072,-1,-1,-1,-1,1
P06282,-1,-1,-1,-1,1
P08440,-1,-1,-1,-1,1
P05025,-1,-1,-1,-1,1
P08677,-1,-1,-1,-1,1
P06321,-1,-1,-1,-1,1
P05378,-1,-1,-1,-1,1
P06906,-1,-1,-1,-1,1
P07214,-1,-1,-1,-1,1
P08685,-1,-1,-1,-1,1
P04527,-1,-1,-1,-1,1
P08768,-1,-1,-1,-1,1
P05597,-1,-1,-1,-1,1
P08647,-1,-1,-1,-1,1
P06415,-1,-1,-1,-1,1
P04296,-1,-1,1,-1,1
P08664,-1,-1,-1,-1,1
P08147,-1,-1,-1,-1,1
P08455,-1,-1,-1,-1,1
P06363,-1,-1,-1,-1,1
P04909,-1,-1,-1,-1,1
P04008,-1,-1,-1,-1,1
P06647,-1,-1,-1,-1,1
P05101,-1,-1,-1,-1,1
P04651,-1,-1,-1,-1,1
P06582,-1,-1,-1,-1,1
P05649,-1,-1,-1,-1,1
P08766,-1,-1,-1,-1,1
P04027,-1,-1,-1,-1,1
P05658,-1,-1,-1,-1,1
P05345,-1,-1,-1,-1,1
P08340,-1,-1,-1,-1,1
P05516,-1,-1,-1,-1,1
P08235,-1,-1,-1,-1,1
P06336,-1,-1,-1,-1,1
P04686,-1,-1,-1,-1,1
P08452,-1,-1,-1,-1,1
P04355,-1,-1,-1,-1,1
P04422,-1,-1,-1,-1,1
P04790,-1,-1,-1,-1,1
P06353,-1,-1,-1,-1,1
P04059,-1,-1,-1,-1,1
P05655,-1,-1,-1,-1,1
P08111,-1,-1,-1,-1,1
P07210,-1,-1,-1,-1,1
P08193,-1,-1,-1,-1,1
P06666,-1,-1,-1,-1,1
P08442,-1,-1,-1,-1,1
P05458,-1,-1,-1,-1,1
P08390,-1,-1,-1,-1,1
P05231,-1,-1,-1,-1,1
P04714,-1,-1,-1,-1,1
P08694,-1,-1,-1,-1,1
P05716,-1,-1,-1,-1,1
P07247,-1,-1,-1,-1,1
P07529,-1,-1,-1,-1,1
P08110,-1,-1,-1,-1,1
P05028,-1,-1,-1,-1,1
P08441,-1,-1,-1,-1,1
P03763,-1,-1,-1,-1,1
P07623,-1,-1,-1,-1,1
P04282,-1,-1,-1,-1,1
P05783,-1,-1,-1,-1,1
P08237,-1,-1,-1,-1,1
P08321,-1,-1,-1,-1,1
P05301,-1,-1,-1,-1,1
P08351,-1,-1,-1,-1,1
P06726,-1,-1,-1,-1,1
P07773,-1,-1,-1,-1,1
P06922,-1,-1,-1,-1,1
P05569,-1,-1,-1,-1,1
P05851,-1,-1,-1,-1,1
P04074,-1,-1,-1,-1,1
P05274,-1,-1,-1,-1,1
P08397,-1,-1,-1,-1,1
P04780,-1,-1,-1,-1,1
P08223,-1,-1,-1,-1,1
P07071,-1,-1,-1,-1,1
P06173,-1,-1,-1,-1,1
P07159,-1,-1,-1,-1,1
P06285,-1,-1,-1,-1,1
P04368,-1,-1,-1,-1,1
P07132,-1,-1,-1,-1,1
P04890,-1,-1,-1,-1,1
P05172,-1,-1,-1,-1,1
P05337,-1,-1,-1,-1,1
P04788,-1,-1,-1,-1,1
P04832,-1,-1,-1,-1,1
P05717,-1,-1,-1,-1,1
P05067,-1,-1,-1,-1,1
P08435,-1,-1,-1,-1,1
P08577,-1,-1,-1,-1,1
P04071,-1,-1,-1,-1,1
P08535,-1,-1,-1,-1,1
P05724,-1,-1,-1,-1,1
P06924,-1,-1,-1,-1,1
P07410,-1,-1,-1,-1,1
P07190,-1,-1,-1,-1,1
P05189,-1,-1,-1,-1,1
P07649,-1,-1,-1,-1,1
P04207,-1,-1,-1,-1,1
P06443,-1,-1,-1,-1,1
P04070,-1,-1,-1,-1,1
P08403,-1,-1,-1,-1,1
P08593,-1,-1,-1,-1,1
P08469,-1,-1,-1,-1,1
P05853,-1,-1,-1,-1,1
P08024,-1,-1,-1,-1,1
P05683,-1,-1,-1,-1,1
P08718,-1,-1,-1,-1,1
P08449,-1,-1,-1,-1,1
P08636,-1,-1,-1,-1,1
P08405,-1,-1,-1,-1,1
P04537,-1,-1,-1,-1,1
P05113,-1,-1,-1,-1,1
P04785,-1,-1,-1,-1,1
P04789,-1,-1,-1,-1,1
P07798,-1,-1,-1,-1,1
P04408,-1,-1,-1,-1,1
P06117,-1,-1,-1,-1,1
P08194,-1,-1,-1,-1,1
P04827,-1,-1,-1,-1,1
P08769,-1,-1,-1,-1,1
P04808,-1,-1,-1,-1,1
P08557,-1,-1,-1,-1,1
P07266,-1,-1,-1,-1,1
P07209,-1,-1,-1,-1,1
P07538,-1,-1,-1,-1,1
P06837,-1,-1,-1,-1,1
P07108,-1,-1,-1,-1,1
P03783,-1,-1,-1,-1,1
P06526,-1,-1,-1,-1,1
P04060,-1,-1,-1,-1,1
P05844,-1,-1,-1,-1,1
P05623,-1,-1,-1,-1,1
P05497,-1,-1,-1,-1,1
P06208,-1,-1,-1,-1,1
P03932,-1,-1,-1,-1,1
P06289,-1,-1,-1,-1,1
P08226,-1,-1,-1,-1,1
P05309,-1,-1,-1,-1,1
P06364,-1,-1,-1,-1,1
P08637,-1,-1,-1,-1,1
P03791,-1,-1,-1,-1,1
P06912,-1,-1,-1,-1,1
P07106,-1,-1,-1,-1,1
P06302,-1,-1,-1,-1,1
P05037,-1,-1,-1,-1,1
P07829,-1,-1,-1,1,1
P06674,-1,-1,-1,-1,1
P06761,-1,-1,-1,-1,1
P07320,-1,-1,-1,-1,1
P08628,-1,-1,-1,-1,1
P04913,-1,-1,-1,-1,1
P06862,-1,-1,-1,-1,1
P06127,-1,-1,-1,-1,1
P05624,-1,-1,-1,-1,1
P06423,-1,-1,-1,-1,1
P05260,-1,-1,-1,-1,1
P05794,-1,-1,-1,-1,1
P08681,-1,-1,-1,-1,1
P06077,-1,-1,-1,-1,1
P08456,-1,-1,-1,-1,1
P08663,-1,-1,-1,-1,1
P05905,-1,-1,-1,-1,1
P08335,-1,-1,-1,-1,1
P06412,-1,-1,-1,-1,1
P03901,-1,-1,-1,-1,1
P08012,-1,-1,-1,-1,1
P05598,-1,-1,-1,-1,1
P06161,-1,-1,-1,-1,1
P05614,-1,-1,-1,-1,1
P06617,-1,-1,-1,-1,1
P08189,-1,-1,-1,-1,1
P06691,-1,-1,-1,-1,1
N0115510,-1,-1,-1,-1,-1
N0199110,-1,-1,-1,-1,-1
N1019072,-1,-1,-1,-1,-1
N0395695,-1,-1,-1,-1,-1
N0550275,-1,-1,-1,-1,-1
N0443962,-1,-1,-1,-1,-1
N0053765,-1,-1,-1,-1,-1
N1031811,-1,-1,-1,-1,-1
N0630579,-1,-1,-1,-1,-1
N0747657,-1,-1,-1,-1,-1
N0268753,-1,-1,-1,-1,-1
N0738871,-1,-1,-1,-1,-1
N0619038,-1,-1,-1,-1,-1
N0912164,-1,-1,-1,-1,-1
N0726675,-1,-1,-1,-1,-1
N0752491,-1,-1,-1,-1,-1
N0747011,-1,-1,-1,-1,-1
N0569332,-1,-1,-1,-1,-1
N0653228,-1,-1,-1,-1,-1
N0006630,-1,-1,-1,-1,-1
N0032895,-1,-1,-1,-1,-1
N0910437,-1,-1,-1,-1,-1
N0672410,-1,-1,-1,-1,-1
N0173492,-1,-1,-1,-1,-1
N0781742,-1,-1,-1,-1,-1
N0008193,-1,-1,-1,-1,-1
N0713775,-1,-1,-1,-1,-1
N0006135,-1,-1,-1,-1,-1
N0744983,-1,-1,-1,-1,-1
N0522781,-1,-1,-1,-1,-1
N0358970,-1,-1,-1,-1,-1
N0295916,-1,-1,-1,-1,-1
N0282343,-1,-1,-1,-1,-1
N0333748,-1,-1,-1,-1,-1
N0725417,-1,-1,-1,-1,-1
N1020922,-1,-1,-1,-1,-1
N0940637,-1,-1,-1,-1,-1
N0232956,-1,-1,-1,-1,-1
N0757022,-1,-1,-1,-1,-1
N0209086,-1,-1,-1,-1,-1
N0840171,-1,-1,-1,-1,-1
N0817133,-1,-1,-1,-1,-1
N0008455,-1,-1,-1,-1,-1
N0885809,-1,-1,-1,-1,-1
N0844542,-1,-1,-1,-1,-1
N0659261,-1,-1,-1,-1,-1
N0128579,-1,-1,-1,-1,-1
N0703546,-1,-1,-1,-1,-1
N1011462,-1,-1,-1,-1,-1
N0937904,-1,-1,-1,-1,-1
N0888173,-1,-1,-1,-1,-1
N0017197,-1,-1,-1,-1,-1
N0327359,-1,-1,-1,-1,-1
N0556352,-1,-1,-1,-1,-1
N0841714,-1,-1,-1,-1,-1
N0578778,-1,-1,-1,-1,-1
N0088275,-1,-1,-1,-1,-1
N0750001,-1,-1,-1,-1,-1
N0852776,-1,-1,-1,-1,-1
N0635115,-1,-1,-1,-1,-1
N0005652,-1,-1,-1,-1,-1
N0675468,-1,-1,-1,-1,-1
N0952786,-1,-1,-1,-1,-1
N0571095,-1,-1,-1,-1,-1
N0196212,-1,-1,-1,-1,-1
N0650101,-1,-1,-1,-1,-1
N0196556,-1,-1,-1,-1,-1
N0985548,-1,-1,-1,-1,-1
N0795590,-1,-1,-1,-1,-1
N0620376,-1,-1,-1,-1,-1
N0334215,-1,-1,-1,-1,-1
N0061903,-1,-1,-1,-1,-1
N0543919,-1,-1,-1,-1,-1
N0681300,-1,-1,-1,-1,-1
N0227327,-1,-1,-1,-1,-1
N0827297,-1,-1,-1,-1,-1
N0028959,-1,-1,-1,-1,-1
N0920566,-1,-1,-1,-1,-1
N0900763,-1,-1,-1,-1,-1
N0630590,-1,-1,-1,-1,-1
N0766546,-1,-1,-1,-1,-1
N0074049,-1,-1,-1,-1,-1
N0502853,-1,-1,-1,-1,-1
N0937117,-1,-1,-1,-1,-1
N0497869,-1,-1,-1,-1,-1
N1025715,-1,-1,-1,-1,-1
N0915307,-1,-1,-1,-1,-1
N0521908,-1,-1,-1,-1,-1
N0052939,-1,-1,-1,-1,-1
N0874076,-1,-1,-1,-1,-1
N0092043,-1,-1,-1,-1,-1
N0382507,-1,-1,-1,-1,-1
N0345821,-1,-1,-1,-1,-1
N0081377,-1,-1,-1,-1,-1
N0660379,-1,-1,-1,-1,-1
N0833486,-1,-1,-1,-1,-1
N0634310,-1,-1,-1,-1,-1
N0922746,-1,-1,-1,-1,-1
N0647538,-1,-1,-1,-1,-1
N0840852,-1,-1,-1,-1,-1
N0025138,-1,-1,-1,-1,-1
N0263212,-1,-1,-1,-1,-1
N0617393,-1,-1,-1,-1,-1
N0877930,-1,-1,-1,-1,-1
N0578761,-1,-1,-1,-1,-1
N0872402,-1,-1,-1,-1,-1
N0574667,-1,-1,-1,-1,-1
N0800835,-1,-1,-1,-1,-1
N0299914,-1,-1,-1,-1,-1
N0877620,-1,-1,-1,-1,-1
N0816808,-1,-1,-1,-1,-1
N0942251,-1,-1,-1,-1,-1
N0495444,-1,-1,-1,-1,-1
N0401320,-1,-1,-1,-1,-1
N0244180,-1,-1,-1,-1,-1
N0696973,-1,-1,-1,-1,-1
N0247086,-1,-1,-1,-1,-1
N0905820,-1,-1,-1,-1,-1
N0888691,-1,-1,-1,-1,-1
N0142233,-1,-1,-1,-1,-1
N0793171,-1,-1,-1,-1,-1
N0106985,-1,-1,-1,-1,-1
N0794053,-1,-1,-1,-1,-1
N0214361,-1,-1,-1,-1,-1
N0793920,-1,-1,-1,-1,-1
N0285694,-1,-1,-1,-1,-1
N0863860,-1,-1,-1,-1,-1
N0035410,-1,-1,-1,-1,-1
N0436691,-1,-1,-1,-1,-1
N0298288,-1,-1,-1,-1,-1
N0900515,-1,-1,-1,-1,-1
N0647456,-1,-1,-1,-1,-1
N0184444,-1,-1,-1,-1,-1
N0382190,-1,-1,-1,-1,-1
N0966043,-1,-1,-1,-1,-1
N0338791,-1,-1,-1,-1,-1
N1007221,-1,-1,-1,-1,-1
N0996469,-1,-1,-1,-1,-1
N0538145,-1,-1,-1,-1,-1
N0062039,-1,-1,-1,-1,-1
N0708149,-1,-1,-1,-1,-1
N0155425,-1,-1,-1,-1,-1
N0360932,-1,-1,-1,-1,-1
N0895083,-1,-1,-1,-1,-1
N0734539,-1,-1,-1,-1,-1
N0823615,-1,-1,-1,-1,-1
N0441095,-1,-1,-1,-1,-1
N0451521,-1,-1,-1,-1,-1
N0875560,-1,-1,-1,-1,-1
N0143233,-1,-1,-1,-1,-1
N0812999,-1,-1,-1,-1,-1
N0768978,-1,-1,-1,-1,-1
N0325361,-1,-1,-1,-1,-1
N0950649,-1,-1,-1,-1,-1
N0117480,-1,-1,-1,-1,-1
N0764731,-1,-1,-1,-1,-1
N0111086,-1,-1,-1,-1,-1
N0587119,-1,-1,-1,-1,-1
N0030657,-1,-1,-1,-1,-1
N0887203,-1,-1,-1,-1,-1
N0243202,-1,-1,-1,-1,-1
N0716312,-1,-1,-1,-1,-1
N0530611,-1,-1,-1,-1,-1
N1027619,-1,-1,-1,-1,-1
N0417496,-1,-1,-1,-1,-1
N0970733,-1,-1,-1,-1,-1
N1004571,-1,-1,-1,-1,-1
N0547165,-1,-1,-1,-1,-1
N0225294,-1,-1,-1,-1,-1
N0713079,-1,-1,-1,-1,-1
N0143118,-1,-1,-1,-1,-1
N0441376,-1,-1,-1,-1,-1
N0192568,-1,-1,-1,-1,-1
N0797465,-1,-1,-1,-1,-1
N0170320,-1,-1,-1,-1,-1
N0236624,-1,-1,-1,-1,-1
N0654468,-1,-1,-1,-1,-1
N0140362,-1,-1,-1,-1,-1
N1010957,-1,-1,-1,-1,-1
N0590169,-1,-1,-1,-1,-1
N0157265,-1,-1,-1,-1,-1
N0653541,-1,-1,-1,-1,-1
N0247936,-1,-1,-1,-1,-1
N0768806,-1,-1,-1,-1,-1
N0132780,-1,-1,-1,-1,-1
N0148567,-1,-1,-1,-1,-1
N0944277,-1,-1,-1,-1,-1
N0695251,-1,-1,-1,-1,-1
N0154563,-1,-1,-1,-1,-1
N1050158,-1,-1,-1,-1,-1
N0852392,-1,-1,-1,-1,-1
N0294734,-1,-1,-1,-1,-1
N0091342,-1,-1,-1,-1,-1
N0927305,-1,-1,-1,-1,-1
N0927985,-1,-1,-1,-1,-1
N0295752,-1,-1,-1,-1,-1
N0020376,-1,-1,-1,-1,-1
N0468717,-1,-1,-1,-1,-1
N1012582,-1,-1,-1,-1,-1
N0799008,-1,-1,-1,-1,-1
N0385769,-1,-1,-1,-1,-1
N0835385,-1,-1,-1,-1,-1
N0232297,-1,-1,-1,-1,-1
N0090919,-1,-1,-1,-1,-1
N0649919,-1,-1,-1,-1,-1
N0686299,-1,-1,-1,-1,-1
N0525800,-1,-1,-1,-1,-1
N0755449,-1,-1,-1,-1,-1
N0406509,-1,-1,-1,-1,-1
N0535512,-1,-1,-1,-1,-1
N0912444,-1,-1,-1,-1,-1
N0921657,-1,-1,-1,-1,-1
N0220077,-1,-1,-1,-1,-1
N0335036,-1,-1,-1,-1,-1
N0004797,-1,-1,-1,-1,-1
N0339743,-1,-1,-1,-1,-1
N0375496,-1,-1,-1,-1,-1
N0081404,-1,-1,-1,-1,-1
N0354609,-1,-1,-1,-1,-1
N0830234,-1,-1,-1,-1,-1
N0855991,-1,-1,-1,-1,-1
N0703772,-1,-1,-1,-1,-1
N0372490,-1,-1,-1,-1,-1
N0227146,-1,-1,-1,-1,-1
N0562268,-1,-1,-1,-1,-1
N0097077,-1,-1,-1,-1,-1
N0348783,-1,-1,-1,-1,-1
N0406816,-1,-1,-1,-1,-1
N0544796,-1,-1,-1,-1,-1
N0859307,-1,-1,-1,-1,-1
N0930378,-1,-1,-1,-1,-1
N0404251,-1,-1,-1,-1,-1
N0673261,-1,-1,-1,-1,-1
N0328508,-1,-1,-1,-1,-1
N0364003,-1,-1,-1,-1,-1
N0640424,-1,-1,-1,-1,-1
N0212590,-1,-1,-1,-1,-1
N0125342,-1,-1,-1,-1,-1
N0114758,-1,-1,-1,-1,-1
N0327368,-1,-1,-1,-1,-1
N0861493,-1,-1,-1,-1,-1
N1000017,-1,-1,-1,-1,-1
N0037011,-1,-1,-1,-1,-1
N0161078,-1,-1,-1,-1,-1
N0184994,-1,-1,-1,-1,-1
N0624827,-1,-1,-1,-1,-1
N0338508,-1,-1,-1,-1,-1
N0440803,-1,-1,-1,-1,-1
N0028859,-1,-1,-1,-1,-1
N0609522,-1,-1,-1,-1,-1
N0938481,-1,-1,-1,-1,-1
N0087490,-1,-1,-1,-1,-1
N0603847,-1,-1,-1,-1,-1
N0866007,-1,-1,-1,-1,-1
N0547388,-1,-1,-1,-1,-1
N0409781,-1,-1,-1,-1,-1
N0796133,-1,-1,-1,-1,-1
N0074422,-1,-1,-1,-1,-1
N0839938,-1,-1,-1,-1,-1
N0161821,-1,-1,-1,-1,-1
N0866323,-1,-1,-1,-1,-1
N0020296,-1,-1,-1,-1,-1
N1048201,-1,-1,-1,-1,-1
N0361257,-1,-1,-1,-1,-1
N0994135,-1,-1,-1,-1,-1
N0398390,-1,-1,-1,-1,-1
N0216106,-1,-1,-1,-1,-1
N0816055,-1,-1,-1,-1,-1
N0915786,-1,-1,-1,-1,-1
N0414540,-1,-1,-1,-1,-1
N0277650,-1,-1,-1,-1,-1
N0736212,-1,-1,-1,-1,-1
N0892294,-1,-1,-1,-1,-1
N0693280,-1,-1,-1,-1,-1
N0167625,-1,-1,-1,-1,-1
N0552975,-1,-1,-1,-1,-1
N0999707,-1,-1,-1,-1,-1
N0413148,-1,-1,-1,-1,-1
N0698825,-1,-1,-1,-1,-1
N0296339,-1,-1,-1,-1,-1
N0591059,-1,-1,-1,-1,-1
N0815352,-1,-1,-1,-1,-1
N0868790,-1,-1,-1,-1,-1
N0866784,-1,-1,-1,-1,-1
N0258991,-1,-1,-1,-1,-1
N0689543,-1,-1,-1,-1,-1
N0353283,-1,-1,-1,-1,-1
N0656001,-1,-1,-1,-1,-1
N0085714,-1,-1,-1,-1,-1
N0816178,-1,-1,-1,-1,-1
N0270683,-1,-1,-1,-1,-1
N1039208,-1,-1,-1,-1,-1
N0238550,-1,-1,-1,-1,-1
N0201421,-1,-1,-1,-1,-1
N0782601,-1,-1,-1,-1,-1
N0772936,-1,-1,-1,-1,-1
N0972995,-1,-1,-1,-1,-1
N0838763,-1,-1,-1,-1,-1
N0299389,-1,-1,-1,-1,-1
N0251833,-1,-1,-1,-1,-1
N0141925,-1,-1,-1,-1,-1
N0042311,-1,-1,-1,-1,-1
N0052858,-1,-1,-1,-1,-1
N0340923,-1,-1,-1,-1,-1
N0366136,-1,-1,-1,-1,-1
N0439370,-1,-1,-1,-1,-1
N0603652,-1,-1,-1,-1,-1
N0291473,-1,-1,-1,-1,-1
N0351480,-1,-1,-1,-1,-1
N0758015,-1,-1,-1,-1,-1
N0795823,-1,-1,-1,-1,-1
N0419765,-1,-1,-1,-1,-1
N0178230,-1,-1,-1,-1,-1
N1030330,-1,-1,-1,-1,-1
N0355960,-1,-1,-1,-1,-1
N0740938,-1,-1,-1,-1,-1
N0258232,-1,-1,-1,-1,-1
N0700457,-1,-1,-1,-1,-1
N0877371,-1,-1,-1,-1,-1
N0714015,-1,-1,-1,-1,-1
N0025452,-1,-1,-1,-1,-1
N0881336,-1,-1,-1,-1,-1
N0910118,-1,-1,-1,-1,-1
N0695722,-1,-1,-1,-1,-1
N0935772,-1,-1,-1,-1,-1
N0989061,-1,-1,-1,-1,-1
N0291513,-1,-1,-1,-1,-1
N0811917,-1,-1,-1,-1,-1
N0843887,-1,-1,-1,-1,-1
N0530293,-1,-1,-1,-1,-1
N0958997,-1,-1,-1,-1,-1
N0711178,-1,-1,-1,-1,-1
N0990501,-1,-1,-1,-1,-1
N0831662,-1,-1,-1,-1,-1
N0583546,-1,-1,-1,-1,-1
N0481019,-1,-1,-1,-1,-1
N0326057,-1,-1,-1,-1,-1
N0502568,-1,-1,-1,-1,-1
N1042728,-1,-1,-1,-1,-1
N0234511,-1,-1,-1,-1,-1
N0913814,-1,-1,-1,-1,-1
N0258917,-1,-1,-1,-1,-1
N0556360,-1,-1,-1,-1,-1
N0975627,-1,-1,-1,-1,-1
N0436517,-1,-1,-1,-1,-1
N0848829,-1,-1,-1,-1,-1
N0170719,-1,-1,-1,-1,-1
N0501438,-1,-1,-1,-1,-1
N0586626,-1,-1,-1,-1,-1
N0882244,-1,-1,-1,-1,-1
N0325462,-1,-1,-1,-1,-1
N0427300,-1,-1,-1,-1,-1
N0025644,-1,-1,-1,-1,-1
N0540409,-1,-1,-1,-1,-1
N0883174,-1,-1,-1,-1,-1
N0650322,-1,-1,-1,-1,-1
N0153900,-1,-1,-1,-1,-1
N0879971,-1,-1,-1,-1,-1
N0541533,-1,-1,-1,-1,-1
N0414940,-1,-1,-1,-1,-1
N0849267,-1,-1,-1,-1,-1
N0888222,-1,-1,-1,-1,-1
N0472093,-1,-1,-1,-1,-1
N0887164,-1,-1,-1,-1,-1
N0915335,-1,-1,-1,-1,-1
N0145456,-1,-1,-1,-1,-1
N0900523,-1,-1,-1,-1,-1
N0863438,-1,-1,-1,-1,-1
N0267109,-1,-1,-1,-1,-1
N0304334,-1,-1,-1,-1,-1
N0526046,-1,-1,-1,-1,-1
N0164499,-1,-1,-1,-1,-1
N0002646,-1,-1,-1,-1,-1
N0579981,-1,-1,-1,-1,-1
N0400123,-1,-1,-1,-1,-1
N0588773,-1,-1,-1,-1,-1
N0917586,-1,-1,-1,-1,-1
N0439374,-1,-1,-1,-1,-1
N1046581,-1,-1,-1,-1,-1
N0692670,-1,-1,-1,-1,-1
N1012508,-1,-1,-1,-1,-1
N0690735,-1,-1,-1,-1,-1
N0686466,-1,-1,-1,-1,-1
N0115692,-1,-1,-1,-1,-1
N0280045,-1,-1,-1,-1,-1
N0721308,-1,-1,-1,-1,-1
N0339809,-1,-1,-1,-1,-1
N0742139,-1,-1,-1,-1,-1
N0017021,-1,-1,-1,-1,-1
N0631607,-1,-1,-1,-1,-1
N0702924,-1,-1,-1,-1,-1
N0060742,-1,-1,-1,-1,-1
N0099205,-1,-1,-1,-1,-1
N0677218,-1,-1,-1,-1,-1
N0452084,-1,-1,-1,-1,-1
N0779950,-1,-1,-1,-1,-1
N0916660,-1,-1,-1,-1,-1
N0415710,-1,-1,-1,-1,-1
N0840460,-1,-1,-1,-1,-1
N0229856,-1,-1,-1,-1,-1
N0823126,-1,-1,-1,-1,-1
N0069407,-1,-1,-1,-1,-1
N0354237,-1,-1,-1,-1,-1
N0297623,-1,-1,-1,-1,-1
N0600922,-1,-1,-1,-1,-1
N0100175,-1,-1,-1,-1,-1
N0660452,-1,-1,-1,-1,-1
N1009837,-1,-1,-1,-1,-1
N0290198,-1,-1,-1,-1,-1
N0100322,-1,-1,-1,-1,-1
N0864432,-1,-1,-1,-1,-1
N0556133,-1,-1,-1,-1,-1
N1012652,-1,-1,-1,-1,-1
N0868924,-1,-1,-1,-1,-1
N0414740,-1,-1,-1,-1,-1
N0926446,-1,-1,-1,-1,-1
N0044143,-1,-1,-1,-1,-1
N0074380,-1,-1,-1,-1,-1
N0351681,-1,-1,-1,-1,-1
N0694587,-1,-1,-1,-1,-1
N0967075,-1,-1,-1,-1,-1
N0948186,-1,-1,-1,-1,-1
N0702787,-1,-1,-1,-1,-1
N0877602,-1,-1,-1,-1,-1
N0131176,-1,-1,-1,-1,-1
N0089616,-1,-1,-1,-1,-1
N0626977,-1,-1,-1,-1,-1
N0874054,-1,-1,-1,-1,-1
N0638445,-1,-1,-1,-1,-1
N0926370,-1,-1,-1,-1,-1
N0493130,-1,-1,-1,-1,-1
N0318427,-1,-1,-1,-1,-1
N0816775,-1,-1,-1,-1,-1
N0201935,-1,-1,-1,-1,-1
N0783527,-1,-1,-1,-1,-1
N0482386,-1,-1,-1,-1,-1
N0470193,-1,-1,-1,-1,-1
N0053729,-1,-1,-1,-1,-1
N0979225,-1,-1,-1,-1,-1
N0295783,-1,-1,-1,-1,-1
N0465926,-1,-1,-1,-1,-1
N0514540,-1,-1,-1,-1,-1
N0157789,-1,-1,-1,-1,-1
N0197261,-1,-1,-1,-1,-1
N0629683,-1,-1,-1,-1,-1
N0960865,-1,-1,-1,-1,-1
N0115338,-1,-1,-1,-1,-1
N0246866,-1,-1,-1,-1,-1
N0194444,-1,-1,-1,-1,-1
N0697083,-1,-1,-1,-1,-1
N0768086,-1,-1,-1,-1,-1
N0624392,-1,-1,-1,-1,-1
N0465833,-1,-1,-1,-1,-1
N0510263,-1,-1,-1,-1,-1
N0364970,-1,-1,-1,-1,-1
N0368643,-1,-1,-1,-1,-1
N0911553,-1,-1,-1,-1,-1
N0898920,-1,-1,-1,-1,-1
N0139417,-1,-1,-1,-1,-1
